"Region","Year","Month","Day","EVI"
"IIA","2015","03","10",0.333221990590891
"IIB","2015","03","10",0.290298421748916
"III","2015","03","10",0.29816721630667
"IV","2015","03","10",0.315589811266439
"V","2015","03","10",0.275488089361512
"I","2015","03","11",0.438828056144185
"IIA","2015","03","11",0.461837127558514
"IIB","2015","03","11",0.427309561663254
"III","2015","03","11",0.398351830108086
"IV","2015","03","11",0.39030317869727
"V","2015","03","11",0.295534608129212
"I","2015","03","12",0.324451549474422
"IIA","2015","03","12",0.393987173960634
"IIB","2015","03","12",0.359837675912602
"III","2015","03","12",0.323786396027039
"IV","2015","03","12",0.308289962301962
"V","2015","03","12",0.261628744216541
"I","2015","03","13",0.466720178131348
"IIA","2015","03","13",0.500923986485762
"IIB","2015","03","13",0.435339636497115
"III","2015","03","13",0.41099509301797
"IV","2015","03","13",0.415265148075182
"V","2015","03","13",0.327476239285756
"I","2015","03","14",0.371067010876942
"IIA","2015","03","14",0.400927836340625
"IIB","2015","03","14",0.354301585632461
"III","2015","03","14",0.322379847815374
"IV","2015","03","14",0.310515689675599
"V","2015","03","14",0.253551926624125
"I","2015","03","15",0.470431087349834
"IIA","2015","03","15",0.530043656358288
"IIB","2015","03","15",0.475388793636433
"III","2015","03","15",0.411115688824203
"IV","2015","03","15",0.382654208082683
"V","2015","03","15",0.33779169272855
"I","2015","03","16",0.376089039218523
"IIA","2015","03","16",0.42081138891529
"IIB","2015","03","16",0.354905590297023
"III","2015","03","16",0.330314378236889
"IV","2015","03","16",0.328187395565567
"V","2015","03","16",0.251815797137602
"I","2015","03","17",0.532095267616035
"IIA","2015","03","17",0.429327659670895
"IIB","2015","03","17",0.405760383463711
"III","2015","03","17",0.352838023151564
"IV","2015","03","17",0.325882129561229
"V","2015","03","17",0.267207907208076
"I","2015","03","18",0.405186545302428
"IIA","2015","03","18",0.439158507231586
"IIB","2015","03","18",0.377801528681015
"III","2015","03","18",0.358136089523312
"IV","2015","03","18",0.328172318979959
"V","2015","03","18",0.267593004622995
"I","2015","03","19",0.392036510236814
"IIA","2015","03","19",0.404394837838675
"IIB","2015","03","19",0.374863718512962
"III","2015","03","19",0.334219142224297
"IV","2015","03","19",0.310736303248626
"V","2015","03","19",0.269731148099314
"I","2015","03","20",0.443844615266848
"IIA","2015","03","20",0.469135543880901
"IIB","2015","03","20",0.409941038562938
"III","2015","03","20",0.385057546449809
"IV","2015","03","20",0.318466777172911
"V","2015","03","20",0.27206646522047
"I","2015","03","21",0.37773287567673
"IIA","2015","03","21",0.349122149811936
"IIB","2015","03","21",0.335922992052868
"III","2015","03","21",0.309970112869263
"IV","2015","03","21",0.29118186775705
"V","2015","03","21",0.247772806995409
"I","2015","03","22",0.476326497344599
"IIA","2015","03","22",0.486817525062224
"IIB","2015","03","22",0.439481185771435
"III","2015","03","22",0.413377514066833
"IV","2015","03","22",0.383826972900321
"V","2015","03","22",0.313381503466082
"I","2015","03","23",0.365894798587529
"IIA","2015","03","23",0.366544925170369
"IIB","2015","03","23",0.329503093331111
"III","2015","03","23",0.303480191934855
"IV","2015","03","23",0.296809879315118
"V","2015","03","23",0.239898502925061
"I","2015","03","24",0.465374237957462
"IIA","2015","03","24",0.424407371318579
"IIB","2015","03","24",0.446706697997517
"III","2015","03","24",0.385741787609325
"IV","2015","03","24",0.336676160374978
"V","2015","03","24",0.335747667722189
"I","2015","03","25",0.36954967699689
"IIA","2015","03","25",0.40132138002273
"IIB","2015","03","25",0.339555432488605
"III","2015","03","25",0.32242787777485
"IV","2015","03","25",0.318130073762855
"V","2015","03","25",0.243690332382652
"I","2015","03","26",NA
"IIA","2015","03","26",0.373816163909374
"IIB","2015","03","26",0.346396915914571
"III","2015","03","26",0.317689254564553
"IV","2015","03","26",0.294343393509966
"V","2015","03","26",0.262439916488916
"I","2015","03","27",0.38918649579985
"IIA","2015","03","27",0.424550847246263
"IIB","2015","03","27",0.360006209922067
"III","2015","03","27",0.346891119883792
"IV","2015","03","27",0.316192385048629
"V","2015","03","27",0.249380171710299
"I","2015","03","28",0.314044423655169
"IIA","2015","03","28",0.335305934415009
"IIB","2015","03","28",0.289163370589253
"III","2015","03","28",0.142246533967132
"IV","2015","03","28",0.163043109893889
"V","2015","03","28",0.102242669326907
"I","2015","03","29",0.33902869802756
"IIA","2015","03","29",0.235271124322173
"IIB","2015","03","29",0.289420086245982
"III","2015","03","29",0.218050810482979
"IV","2015","03","29",0.113773779992132
"V","2015","03","29",0.018606873476156
"I","2015","03","30",0.222579551556128
"IIA","2015","03","30",0.217637478429174
"IIB","2015","03","30",0.225699056136428
"III","2015","03","30",0.205932276075678
"IV","2015","03","30",0.198033193015411
"V","2015","03","30",0.101697431100885
"I","2015","03","31",0.210467128312996
"IIA","2015","03","31",0.229490887191617
"IIB","2015","03","31",0.268704615823795
"III","2015","03","31",0.173075471170909
"IV","2015","03","31",0.15374407489698
"V","2015","03","31",0.102006516690456
"I","2015","04","01",0.270498110278592
"IIA","2015","04","01",0.193464271338767
"IIB","2015","04","01",0.231960867461574
"III","2015","04","01",0.18737167642679
"IV","2015","04","01",0.20542608682015
"V","2015","04","01",0.162107432155527
"I","2015","04","02",0.450370088800957
"IIA","2015","04","02",0.311684091546956
"IIB","2015","04","02",0.328427963948517
"III","2015","04","02",0.288999342328537
"IV","2015","04","02",0.268792896039549
"V","2015","04","02",0.243016383112967
"I","2015","04","03",0.367241606648583
"IIA","2015","04","03",0.320958729109216
"IIB","2015","04","03",0.328198273472504
"III","2015","04","03",0.321105259133141
"IV","2015","04","03",0.296659441599675
"V","2015","04","03",0.266666719003257
"I","2015","04","04",0.339185819674558
"IIA","2015","04","04",0.361235513591867
"IIB","2015","04","04",0.330803060820106
"III","2015","04","04",0.288145534747895
"IV","2015","04","04",0.141683018551759
"V","2015","04","04",0.211522699173452
"I","2015","04","05",0.343373278383937
"IIA","2015","04","05",0.312203065299236
"IIB","2015","04","05",0.260063316093942
"III","2015","04","05",0.245146980210241
"IV","2015","04","05",0.19339372289739
"V","2015","04","05",0.153671417371735
"I","2015","04","06",0.229622441281497
"IIA","2015","04","06",0.187172511289782
"IIB","2015","04","06",0.116718215113517
"III","2015","04","06",0.138227429393461
"IV","2015","04","06",0.214655787988595
"V","2015","04","06",0.134400250565958
"I","2015","04","07",0.0844390907105834
"IIA","2015","04","07",0.099386863722855
"IIB","2015","04","07",0.13188470466448
"III","2015","04","07",0.104862904411874
"IV","2015","04","07",0.0805276902612973
"V","2015","04","07",0.00976093976816987
"I","2015","04","08",0.308116659680119
"IIA","2015","04","08",0.221541874901161
"IIB","2015","04","08",0.202978533967136
"III","2015","04","08",0.162612507139914
"IV","2015","04","08",0.160863633533919
"V","2015","04","08",0.191877600672326
"I","2015","04","09",0.171672680930993
"IIA","2015","04","09",0.32614831954209
"IIB","2015","04","09",0.25689486687783
"III","2015","04","09",0.242618255447748
"IV","2015","04","09",0.274031310949893
"V","2015","04","09",0.229851288546602
"I","2015","04","10",0.226425779307653
"IIA","2015","04","10",0.261942794099236
"IIB","2015","04","10",0.261268658266342
"III","2015","04","10",0.268143272224469
"IV","2015","04","10",0.293866941601424
"V","2015","04","10",0.225342597965542
"I","2015","04","11",NA
"IIA","2015","04","11",0.340420757529656
"IIB","2015","04","11",0.329389674748
"III","2015","04","11",0.302808442960453
"IV","2015","04","11",0.296078560317043
"V","2015","04","11",0.280584158162786
"I","2015","04","12",0.334201348493002
"IIA","2015","04","12",0.354818472924892
"IIB","2015","04","12",0.32398537901314
"III","2015","04","12",0.341822075525433
"IV","2015","04","12",0.307125393348504
"V","2015","04","12",0.258182434432254
"I","2015","04","13",0.313287256740009
"IIA","2015","04","13",0.300082116383471
"IIB","2015","04","13",0.316386630827647
"III","2015","04","13",0.301735986064673
"IV","2015","04","13",0.285452424321177
"V","2015","04","13",0.243581031982835
"I","2015","04","14",0.205067117388104
"IIA","2015","04","14",0.100269635059971
"IIB","2015","04","14",0.141938697787143
"III","2015","04","14",0.0911401111643701
"IV","2015","04","14",0.204961288708269
"V","2015","04","14",0.211652464676929
"I","2015","04","15",0.355372178297887
"IIA","2015","04","15",0.318693054270769
"IIB","2015","04","15",0.311430678429335
"III","2015","04","15",0.297152148346402
"IV","2015","04","15",0.29009984149532
"V","2015","04","15",0.259912670606042
"I","2015","04","16",0.418835402312416
"IIA","2015","04","16",0.241730096471899
"IIB","2015","04","16",0.318909616876211
"III","2015","04","16",0.364331751066437
"IV","2015","04","16",0.32829319591723
"V","2015","04","16",0.312957911345304
"I","2015","04","17",0.243364950002586
"IIA","2015","04","17",0.203532134515636
"IIB","2015","04","17",0.203347693359283
"III","2015","04","17",0.259564966929454
"IV","2015","04","17",0.287261738710628
"V","2015","04","17",0.24959969549031
"I","2015","04","18",-0.0272694419119032
"IIA","2015","04","18",0.00728994631969065
"IIB","2015","04","18",-0.06618711813669
"III","2015","04","18",0.0353233853371827
"IV","2015","04","18",0.0938332793890796
"V","2015","04","18",0.0176636104106573
"I","2015","04","19",0.213389536869592
"IIA","2015","04","19",0.146965334100818
"IIB","2015","04","19",0.176442867422736
"III","2015","04","19",0.19820855499731
"IV","2015","04","19",0.212303109885007
"V","2015","04","19",0.147310847067487
"I","2015","04","20",0.229184823996227
"IIA","2015","04","20",0.233141886288469
"IIB","2015","04","20",0.198150488313589
"III","2015","04","20",0.24047447087027
"IV","2015","04","20",0.245155928350983
"V","2015","04","20",0.254697026056112
"I","2015","04","21",0.257530029019992
"IIA","2015","04","21",0.328778297985231
"IIB","2015","04","21",0.298903653968429
"III","2015","04","21",0.323894035666863
"IV","2015","04","21",0.343004081048371
"V","2015","04","21",0.300470929040049
"I","2015","04","22",0.22210111179125
"IIA","2015","04","22",0.304827285280084
"IIB","2015","04","22",0.285235252663489
"III","2015","04","22",0.218729287814671
"IV","2015","04","22",0.227094271724478
"V","2015","04","22",0.144818432447958
"I","2015","04","23",0.402573478688282
"IIA","2015","04","23",0.329869195784353
"IIB","2015","04","23",0.378590849659741
"III","2015","04","23",0.389198992876223
"IV","2015","04","23",0.370079502939003
"V","2015","04","23",0.332799938237077
"I","2015","04","24",0.356546377662719
"IIA","2015","04","24",0.336068324125964
"IIB","2015","04","24",0.31661475686485
"III","2015","04","24",0.300624135669951
"IV","2015","04","24",0.285582932328934
"V","2015","04","24",0.227577959027265
"I","2015","04","25",0.387878227901191
"IIA","2015","04","25",0.373877959223769
"IIB","2015","04","25",0.377176977377732
"III","2015","04","25",0.351459702624324
"IV","2015","04","25",0.326907291239214
"V","2015","04","25",0.329356490900021
"I","2015","04","26",0.371680811715425
"IIA","2015","04","26",0.357034088802873
"IIB","2015","04","26",0.326474555067288
"III","2015","04","26",0.320906724765873
"IV","2015","04","26",0.320357169496984
"V","2015","04","26",0.262022058086605
"I","2015","04","27",0.367861122093232
"IIA","2015","04","27",0.355502957527532
"IIB","2015","04","27",0.343998138419713
"III","2015","04","27",0.325986224156755
"IV","2015","04","27",0.306624817810872
"V","2015","04","27",0.280737152045413
"I","2015","04","28",0.398634008917567
"IIA","2015","04","28",0.388562009652565
"IIB","2015","04","28",0.352457492434763
"III","2015","04","28",0.347836417498754
"IV","2015","04","28",0.344184261526101
"V","2015","04","28",0.279416599198147
"I","2015","04","29",0.368133689205659
"IIA","2015","04","29",0.345759551878592
"IIB","2015","04","29",0.328475765690278
"III","2015","04","29",0.310266939104124
"IV","2015","04","29",0.290509918567845
"V","2015","04","29",0.25997551455147
"I","2015","04","30",0.426130830989332
"IIA","2015","04","30",0.413438894911395
"IIB","2015","04","30",0.378216538677319
"III","2015","04","30",0.366341187743056
"IV","2015","04","30",0.341932072613904
"V","2015","04","30",0.304709179357575
"I","2015","05","01",0.349842155058932
"IIA","2015","05","01",0.336262260090092
"IIB","2015","05","01",0.317585997529717
"III","2015","05","01",0.298484262460502
"IV","2015","05","01",0.258143399036929
"V","2015","05","01",0.18856683589228
"I","2015","05","02",0.411734937272674
"IIA","2015","05","02",0.423724482395168
"IIB","2015","05","02",0.373610184253677
"III","2015","05","02",0.330556757042437
"IV","2015","05","02",0.341712785166386
"V","2015","05","02",0.28645808452124
"I","2015","05","03",0.339564701263327
"IIA","2015","05","03",0.333405859583864
"IIB","2015","05","03",0.302466242868872
"III","2015","05","03",0.301190312661192
"IV","2015","05","03",0.293778115806663
"V","2015","05","03",0.240680294827416
"I","2015","05","04",0.486832097408806
"IIA","2015","05","04",0.352022336921713
"IIB","2015","05","04",0.3698097301553
"III","2015","05","04",0.325715252415121
"IV","2015","05","04",0.301246897168945
"V","2015","05","04",0.261412746762751
"I","2015","05","05",0.365418195624013
"IIA","2015","05","05",0.343551541342509
"IIB","2015","05","05",0.316003106486602
"III","2015","05","05",0.318792879840174
"IV","2015","05","05",0.313067582395492
"V","2015","05","05",0.25253183006459
"I","2015","05","06",0.369389815508953
"IIA","2015","05","06",0.335926432472053
"IIB","2015","05","06",0.325488982582848
"III","2015","05","06",0.307881540108592
"IV","2015","05","06",0.284111233295797
"V","2015","05","06",0.254015816871401
"I","2015","05","07",0.355047707751249
"IIA","2015","05","07",0.380019307039269
"IIB","2015","05","07",0.344878591867655
"III","2015","05","07",0.320332465609326
"IV","2015","05","07",0.286885270617461
"V","2015","05","07",0.144395995442041
"I","2015","05","08",0.237457048789031
"IIA","2015","05","08",0.302429219582928
"IIB","2015","05","08",0.225575013340718
"III","2015","05","08",0.247969073459502
"IV","2015","05","08",0.249621917823709
"V","2015","05","08",0.19130346490468
"I","2015","05","09",0.3685393368518
"IIA","2015","05","09",0.322935397796164
"IIB","2015","05","09",0.333597073606548
"III","2015","05","09",0.357295487206518
"IV","2015","05","09",0.332194983432215
"V","2015","05","09",0.29705721592975
"I","2015","05","10",0.347645388771634
"IIA","2015","05","10",0.297748547925729
"IIB","2015","05","10",0.293131905914817
"III","2015","05","10",0.282199720250281
"IV","2015","05","10",0.272299390262577
"V","2015","05","10",0.229683765096927
"I","2015","05","11",0.428777626572103
"IIA","2015","05","11",0.359443394834207
"IIB","2015","05","11",0.383440619620316
"III","2015","05","11",0.345250558491734
"IV","2015","05","11",0.309656804010816
"V","2015","05","11",0.306760260950799
"I","2015","05","12",0.34921171227612
"IIA","2015","05","12",0.317511214705342
"IIB","2015","05","12",0.29675088564673
"III","2015","05","12",0.292688840219219
"IV","2015","05","12",0.285655731700856
"V","2015","05","12",0.23379655410646
"I","2015","05","13",NA
"IIA","2015","05","13",0.32592342009935
"IIB","2015","05","13",0.318680698994873
"III","2015","05","13",0.30448156071803
"IV","2015","05","13",0.280790208282278
"V","2015","05","13",0.256234425034576
"I","2015","05","14",0.366626605192375
"IIA","2015","05","14",0.348276496451082
"IIB","2015","05","14",0.317756183958049
"III","2015","05","14",0.315635309746359
"IV","2015","05","14",0.307463865102566
"V","2015","05","14",0.250048381951398
"I","2015","05","15",0.353802220058928
"IIA","2015","05","15",0.314687462139077
"IIB","2015","05","15",0.303319138720909
"III","2015","05","15",0.285664115875386
"IV","2015","05","15",0.261907290761021
"V","2015","05","15",0.235729787884239
"I","2015","05","16",0.396988171155384
"IIA","2015","05","16",0.370658689046665
"IIB","2015","05","16",0.342545233981746
"III","2015","05","16",0.33989838892516
"IV","2015","05","16",0.326341974377728
"V","2015","05","16",0.272458061285992
"I","2015","05","17",0.343607026563947
"IIA","2015","05","17",0.298809271130011
"IIB","2015","05","17",0.285885171739134
"III","2015","05","17",0.269579341203071
"IV","2015","05","17",0.252466271040009
"V","2015","05","17",0.219587807639794
"I","2015","05","18",0.387987657110347
"IIA","2015","05","18",0.371505152232149
"IIB","2015","05","18",0.355941678894714
"III","2015","05","18",0.342632468415686
"IV","2015","05","18",0.301861543067412
"V","2015","05","18",0.243651141489032
"I","2015","05","19",0.335329819925437
"IIA","2015","05","19",0.29313098080493
"IIB","2015","05","19",0.277737729193052
"III","2015","05","19",0.269735536024225
"IV","2015","05","19",0.259964797356568
"V","2015","05","19",0.217738867483117
"I","2015","05","20",0.463761007687487
"IIA","2015","05","20",0.325624446216896
"IIB","2015","05","20",0.348195820887428
"III","2015","05","20",0.301230070059655
"IV","2015","05","20",0.2749766481251
"V","2015","05","20",0.243285657008857
"I","2015","05","21",0.341591902651597
"IIA","2015","05","21",0.313460817733192
"IIB","2015","05","21",0.289250478425273
"III","2015","05","21",0.285863829418079
"IV","2015","05","21",0.275736039797768
"V","2015","05","21",0.227509981457339
"I","2015","05","22",0.306877807813059
"IIA","2015","05","22",0.300978788595234
"IIB","2015","05","22",0.293283509739627
"III","2015","05","22",0.280182306781793
"IV","2015","05","22",0.25291002137695
"V","2015","05","22",0.235023832085663
"I","2015","05","23",0.232343511122957
"IIA","2015","05","23",0.319416322455127
"IIB","2015","05","23",0.250098851085228
"III","2015","05","23",0.245272834264523
"IV","2015","05","23",0.26193437791812
"V","2015","05","23",0.199638432264248
"I","2015","05","24",0.312963022678011
"IIA","2015","05","24",0.262054422084682
"IIB","2015","05","24",0.266181491746425
"III","2015","05","24",0.257656396360976
"IV","2015","05","24",0.237663446377486
"V","2015","05","24",0.216959180625998
"I","2015","05","25",0.389198389715379
"IIA","2015","05","25",0.351405582046799
"IIB","2015","05","25",0.33180735575716
"III","2015","05","25",0.332702581508247
"IV","2015","05","25",0.306744802964281
"V","2015","05","25",0.265703525909693
"I","2015","05","26",0.321555333819848
"IIA","2015","05","26",0.273670645149613
"IIB","2015","05","26",0.262158283889586
"III","2015","05","26",0.251494349223349
"IV","2015","05","26",0.238516567780541
"V","2015","05","26",0.204977034603375
"I","2015","05","27",0.417288818058452
"IIA","2015","05","27",0.331921805148936
"IIB","2015","05","27",0.348673985168326
"III","2015","05","27",0.319707211432566
"IV","2015","05","27",0.277942215549331
"V","2015","05","27",0.280151975493843
"I","2015","05","28",0.315080646239503
"IIA","2015","05","28",0.282514348813043
"IIB","2015","05","28",0.264313701730157
"III","2015","05","28",0.259901490009745
"IV","2015","05","28",0.250705066787947
"V","2015","05","28",0.208597003545962
"I","2015","05","29",NA
"IIA","2015","05","29",0.294976488632076
"IIB","2015","05","29",0.29042600401012
"III","2015","05","29",0.276391689648829
"IV","2015","05","29",0.25097967200726
"V","2015","05","29",0.23060138029351
"I","2015","05","30",0.335793084684856
"IIA","2015","05","30",0.305806390987752
"IIB","2015","05","30",0.281789888448488
"III","2015","05","30",0.280080895979721
"IV","2015","05","30",0.270099685279652
"V","2015","05","30",0.223769628793521
"I","2015","05","31",0.332329856878166
"IIA","2015","05","31",0.276447230087255
"IIB","2015","05","31",0.273199423493938
"III","2015","05","31",0.256720511471328
"IV","2015","05","31",0.233849854329885
"V","2015","05","31",0.214332599564563
"I","2015","06","01",0.354765396423361
"IIA","2015","06","01",0.299731699528928
"IIB","2015","06","01",0.301292068380353
"III","2015","06","01",0.302268865358266
"IV","2015","06","01",0.287833740535906
"V","2015","06","01",0.244711400032384
"I","2015","06","02",0.298654431659546
"IIA","2015","06","02",0.259591256365377
"IIB","2015","06","02",0.25277532010871
"III","2015","06","02",0.241125268535234
"IV","2015","06","02",0.224605443005502
"V","2015","06","02",0.20132569704704
"I","2015","06","03",0.385390734224398
"IIA","2015","06","03",0.334821163428833
"IIB","2015","06","03",0.325924172462508
"III","2015","06","03",0.310809046170797
"IV","2015","06","03",0.276894653305752
"V","2015","06","03",0.257611664542657
"I","2015","06","04",0.302637688155954
"IIA","2015","06","04",0.258465360893478
"IIB","2015","06","04",0.244743222538857
"III","2015","06","04",0.232242007426097
"IV","2015","06","04",0.215141632902679
"V","2015","06","04",0.18611731025924
"I","2015","06","05",0.42335822140976
"IIA","2015","06","05",0.271196252832558
"IIB","2015","06","05",0.311403183848666
"III","2015","06","05",0.263934613061054
"IV","2015","06","05",0.244493222242093
"V","2015","06","05",0.217957699196345
"I","2015","06","06",0.230149555558418
"IIA","2015","06","06",0.244236006849282
"IIB","2015","06","06",0.225442510786536
"III","2015","06","06",0.23210102046979
"IV","2015","06","06",0.232219523748726
"V","2015","06","06",0.197244186095565
"I","2015","06","07",0.322111298807373
"IIA","2015","06","07",0.272826627565118
"IIB","2015","06","07",0.268689672694556
"III","2015","06","07",0.255357106150731
"IV","2015","06","07",0.231485838264985
"V","2015","06","07",0.211258838302334
"I","2015","06","08",0.337925724329469
"IIA","2015","06","08",0.300611540242025
"IIB","2015","06","08",0.280466514275484
"III","2015","06","08",0.279153690670339
"IV","2015","06","08",0.268275921786513
"V","2015","06","08",0.226094713626505
"I","2015","06","09",0.313419083240384
"IIA","2015","06","09",0.257353572065175
"IIB","2015","06","09",0.252940953333106
"III","2015","06","09",0.238492223625122
"IV","2015","06","09",0.218880369681924
"V","2015","06","09",0.199243940528861
"I","2015","06","10",0.33648397212976
"IIA","2015","06","10",0.312157588937544
"IIB","2015","06","10",0.281100690805866
"III","2015","06","10",0.292868695013506
"IV","2015","06","10",0.271761189134418
"V","2015","06","10",0.242622737745124
"I","2015","06","11",0.277957317127419
"IIA","2015","06","11",0.237323608827431
"IIB","2015","06","11",0.236579783466293
"III","2015","06","11",0.228999473858932
"IV","2015","06","11",0.215628132721695
"V","2015","06","11",0.189562372676446
"I","2015","06","12",0.389347660335938
"IIA","2015","06","12",0.30594657457201
"IIB","2015","06","12",0.319426119357677
"III","2015","06","12",0.291002567088891
"IV","2015","06","12",0.251939432210553
"V","2015","06","12",0.255150305654963
"I","2015","06","13",0.293416256462095
"IIA","2015","06","13",0.256233773266734
"IIB","2015","06","13",0.240906231706363
"III","2015","06","13",0.238142490707213
"IV","2015","06","13",0.22911040328076
"V","2015","06","13",0.195013914968129
"I","2015","06","14",NA
"IIA","2015","06","14",0.270468463965967
"IIB","2015","06","14",0.267031220314404
"III","2015","06","14",0.254859511590713
"IV","2015","06","14",0.231414617165306
"V","2015","06","14",0.214937875019527
"I","2015","06","15",0.313547257391161
"IIA","2015","06","15",0.268982278367155
"IIB","2015","06","15",0.257812409118491
"III","2015","06","15",0.256862787513435
"IV","2015","06","15",0.247391488285173
"V","2015","06","15",0.209399110728383
"I","2015","06","16",0.31059801600907
"IIA","2015","06","16",0.252960041829315
"IIB","2015","06","16",0.24954360685068
"III","2015","06","16",0.236066825119776
"IV","2015","06","16",0.215500575962028
"V","2015","06","16",0.199053953840635
"I","2015","06","17",0.337464360098328
"IIA","2015","06","17",0.298119678034819
"IIB","2015","06","17",0.277856044491544
"III","2015","06","17",0.278033188301993
"IV","2015","06","17",0.26586249185614
"V","2015","06","17",0.228210614221887
"I","2015","06","18",0.271038062679
"IIA","2015","06","18",0.23742690179029
"IIB","2015","06","18",0.232727534226026
"III","2015","06","18",0.221387003707797
"IV","2015","06","18",0.205799534086788
"V","2015","06","18",0.184526602109338
"I","2015","06","19",0.341954782958488
"IIA","2015","06","19",0.299288466130201
"IIB","2015","06","19",0.295484155770563
"III","2015","06","19",0.28363006420083
"IV","2015","06","19",0.253452472424945
"V","2015","06","19",0.235706509850567
"I","2015","06","20",0.170282811454621
"IIA","2015","06","20",0.190477062396379
"IIB","2015","06","20",0.128077143304449
"III","2015","06","20",0.153879027830667
"IV","2015","06","20",0.172093032857036
"V","2015","06","20",0.145434750972977
"I","2015","06","21",0.331422221762815
"IIA","2015","06","21",0.235489150062996
"IIB","2015","06","21",0.240759511936697
"III","2015","06","21",0.201191491550649
"IV","2015","06","21",0.201845272981247
"V","2015","06","21",0.178311872751046
"I","2015","06","22",0.282363973289822
"IIA","2015","06","22",0.237888433324202
"IIB","2015","06","22",0.22997949311061
"III","2015","06","22",0.22919484969028
"IV","2015","06","22",0.224581775060777
"V","2015","06","22",0.185820913604993
"I","2015","06","23",0.279428467081366
"IIA","2015","06","23",0.229495228356813
"IIB","2015","06","23",0.232589103460076
"III","2015","06","23",0.222810941079634
"IV","2015","06","23",0.211747436386214
"V","2015","06","23",0.198158919400029
"I","2015","06","24",0.309432938570923
"IIA","2015","06","24",0.26903025995154
"IIB","2015","06","24",0.24998069639105
"III","2015","06","24",0.253399580926322
"IV","2015","06","24",0.244278791309916
"V","2015","06","24",0.208070263482298
"I","2015","06","25",0.28327204031115
"IIA","2015","06","25",0.227610620013827
"IIB","2015","06","25",0.22426171637688
"III","2015","06","25",0.215984266357114
"IV","2015","06","25",0.19960568367052
"V","2015","06","25",0.183460769926872
"I","2015","06","26",0.187626769154387
"IIA","2015","06","26",0.219245835402102
"IIB","2015","06","26",0.201662495125491
"III","2015","06","26",0.190797234131417
"IV","2015","06","26",0.133872734534403
"V","2015","06","26",0.0570221043823243
"I","2015","06","27",0.279027198869813
"IIA","2015","06","27",0.225876740856132
"IIB","2015","06","27",0.219425638321013
"III","2015","06","27",0.208116080292573
"IV","2015","06","27",0.183545101277509
"V","2015","06","27",0.11635172450074
"I","2015","06","28",0.361806984757953
"IIA","2015","06","28",0.278066915593182
"IIB","2015","06","28",0.291613780354579
"III","2015","06","28",0.266203247950911
"IV","2015","06","28",0.230237857345185
"V","2015","06","28",0.237713610928687
"I","2015","06","29",0.27225076782581
"IIA","2015","06","29",0.233338359497719
"IIB","2015","06","29",0.219657455669817
"III","2015","06","29",0.217478614754698
"IV","2015","06","29",0.210774071862909
"V","2015","06","29",0.181529527953421
"I","2015","06","30",NA
"IIA","2015","06","30",0.240546722263903
"IIB","2015","06","30",0.238856512001609
"III","2015","06","30",0.22838097995345
"IV","2015","06","30",0.207574802496524
"V","2015","06","30",0.189093962246952
"I","2015","07","01",0.27031267964198
"IIA","2015","07","01",0.251410464723296
"IIB","2015","07","01",0.234763531937506
"III","2015","07","01",0.231233582772103
"IV","2015","07","01",0.22165385945597
"V","2015","07","01",0.184981502044658
"I","2015","07","02",0.158426420263968
"IIA","2015","07","02",0.183090391522613
"IIB","2015","07","02",0.149952326133034
"III","2015","07","02",0.181178304033414
"IV","2015","07","02",0.189738112442069
"V","2015","07","02",0.185306068948445
"I","2015","07","03",0.259309324642747
"IIA","2015","07","03",0.270347596929613
"IIB","2015","07","03",0.239231862253396
"III","2015","07","03",0.249455349463337
"IV","2015","07","03",0.241278739156369
"V","2015","07","03",0.212164130079544
"I","2015","07","04",0.241515921385518
"IIA","2015","07","04",0.197959682784908
"IIB","2015","07","04",0.193229018187164
"III","2015","07","04",0.20051229085442
"IV","2015","07","04",0.187945316887774
"V","2015","07","04",0.173357387321197
"I","2015","07","05",0.342961419151865
"IIA","2015","07","05",0.282401598729862
"IIB","2015","07","05",0.274841246509464
"III","2015","07","05",0.264905156325202
"IV","2015","07","05",0.238325736732172
"V","2015","07","05",0.225181830164812
"I","2015","07","06",0.264302134137373
"IIA","2015","07","06",0.219093395004808
"IIB","2015","07","06",0.209536893088329
"III","2015","07","06",0.205581141297398
"IV","2015","07","06",0.197984985215458
"V","2015","07","06",0.173120181662071
"I","2015","07","07",0.280076782469749
"IIA","2015","07","07",0.225919707165051
"IIB","2015","07","07",0.186822141230001
"III","2015","07","07",0.197274432362929
"IV","2015","07","07",0.195081571323787
"V","2015","07","07",0.178592446462859
"I","2015","07","08",0.221843765645099
"IIA","2015","07","08",0.229540113324777
"IIB","2015","07","08",0.212854191148501
"III","2015","07","08",0.207217138662347
"IV","2015","07","08",0.197586804459865
"V","2015","07","08",0.150183096268976
"I","2015","07","09",0.279298407933255
"IIA","2015","07","09",0.225443751643709
"IIB","2015","07","09",0.223787867079028
"III","2015","07","09",0.214916794936324
"IV","2015","07","09",0.197421908580532
"V","2015","07","09",0.18688580431427
"I","2015","07","10",0.293491728398231
"IIA","2015","07","10",0.252289160813082
"IIB","2015","07","10",0.23671039724315
"III","2015","07","10",0.234936970615933
"IV","2015","07","10",0.224925280644418
"V","2015","07","10",0.193211349969205
"I","2015","07","11",0.261031379287872
"IIA","2015","07","11",0.215734537401782
"IIB","2015","07","11",0.210742100425787
"III","2015","07","11",0.203346488690592
"IV","2015","07","11",0.188183414132473
"V","2015","07","11",0.175720336647217
