"District","Type","Year","Precipitation"
"Mutoko","Average","2002",0.396050830145205
"Murehwa","Average","2002",0.401766161238356
"UMP","Average","2002",0.404111554136986
"Seke","Average","2002",0.405915874558904
"Wedza","Average","2002",0.426716064043836
"Chirumhanzu","Average","2002",0.407255606273973
"Gokwe North","Average","2002",0.381961340950685
"Gokwe South","Average","2002",0.405143420983562
"Gweru","Average","2002",0.390027265315068
"Kwekwe","Average","2002",0.41048998519726
"Mberengwa","Average","2002",0.379845891882192
"Shurugwi","Average","2002",0.400220595761644
"Zvishavane","Average","2002",0.384523256060274
"Binga","Average","2002",0.397808009624658
"Bubi","Average","2002",0.42601274349589
"Hwange","Average","2002",0.411480556980822
"Lupane","Average","2002",0.437207980052055
"Nkayi","Average","2002",0.421173076742466
"Tsholotsho","Average","2002",0.401257727761644
"Umguza","Average","2002",0.424807343879452
"Beitbridge","Average","2002",0.303773868569863
"Bulilima (North)","Average","2002",0.345232338569863
"Gwanda","Average","2002",0.344009741287671
"Insiza","Average","2002",0.359893701252055
"Mangwe (South)","Average","2002",0.331069798024658
"Matobo","Average","2002",0.353471351909589
"Umzingwane","Average","2002",0.371006337863014
"Bikita","Average","2002",0.419459856375342
"Chiredzi","Average","2002",0.398627153808219
"Chivi","Average","2002",0.358783805523288
"Gutu","Average","2002",0.370715603293151
"Masvingo","Average","2002",0.424645996835616
"Mwenezi","Average","2002",0.371215510038356
"Zaka","Average","2002",0.41740523370411
"Chegutu","Average","2002",0.412543071879452
"Hurungwe","Average","2002",0.470199791750685
"Kadoma","Average","2002",0.43209378300274
"Kariba","Average","2002",0.358660791139726
"Makonde","Average","2002",0.475987039008219
"Zvimba","Average","2002",0.416268145778082
"Harare","Average","2003",0.426390127980822
"Bulawayo","Average","2003",0.340156935145206
"Buhera","Average","2003",0.335830328257534
"Chimanimani","Average","2003",0.588413061690411
"Chipinge","Average","2003",0.53859065090137
"Makoni","Average","2003",0.420627681372603
"Mutare","Average","2003",0.432999771830137
"Mutasa","Average","2003",0.558270133263014
"Nyanga","Average","2003",0.474537939142466
"Bindura","Average","2003",0.489241160164384
"Guruve","Average","2003",0.447147357687671
"Mount Darwin","Average","2003",0.421590776449315
"Mazowe","Average","2003",0.484783093882192
"Centenary","Average","2003",0.427702607879452
"Rushinga","Average","2003",0.438222199049315
"Shamva","Average","2003",0.484392429967123
"Chikomba","Average","2003",0.404895078452055
"Goromonzi","Average","2003",0.449218930873973
"Marondera","Average","2003",0.428380355945205
"Mudzi","Average","2003",0.403476559476712
"Mutoko","Average","2003",0.423239203890411
"Murehwa","Average","2003",0.424284311320548
"UMP","Average","2003",0.419426551879452
"Seke","Average","2003",0.41356049350137
"Wedza","Average","2003",0.428593783370474
"Chirumhanzu","Average","2003",0.416589995950685
"Gokwe North","Average","2003",0.394009457243836
"Gokwe South","Average","2003",0.40110612750137
"Gweru","Average","2003",0.395733756860274
"Kwekwe","Average","2003",0.415028911956164
"Mberengwa","Average","2003",0.434954740430137
"Shurugwi","Average","2003",0.427611286175342
"Zvishavane","Average","2003",0.424564895591781
"Binga","Average","2003",0.384965373493151
"Bubi","Average","2003",0.421188914375342
"Hwange","Average","2003",0.38599348649863
"Lupane","Average","2003",0.422553677476712
"Nkayi","Average","2003",0.418888223068493
"Tsholotsho","Average","2003",0.369612758057534
"Umguza","Average","2003",0.410640744063014
"Beitbridge","Average","2003",0.348489705517808
"Bulilima (North)","Average","2003",0.328677831356164
"Gwanda","Average","2003",0.371920722583562
"Insiza","Average","2003",0.399156203939726
"Mangwe (South)","Average","2003",0.307735045613699
"Matobo","Average","2003",0.347653926854795
"Umzingwane","Average","2003",0.387525647967123
"Bikita","Average","2003",0.485269012493151
"Chiredzi","Average","2003",0.491404563586301
"Chivi","Average","2003",0.417277587758904
"Gutu","Average","2003",0.380126159232877
"Masvingo","Average","2003",0.476954730816438
"Mwenezi","Average","2003",0.472876691591781
"Zaka","Average","2003",0.475157859641096
"Chegutu","Average","2003",0.435987534082192
"Hurungwe","Average","2003",0.483623988328767
"Kadoma","Average","2003",0.444584449975342
"Kariba","Average","2003",0.345608025794521
"Makonde","Average","2003",0.490106392542466
"Zvimba","Average","2003",0.442518204452055
"Harare","Average","2004",0.435247010136612
"Bulawayo","Average","2004",0.384209345696721
"Buhera","Average","2004",0.331324416786885
"Chimanimani","Average","2004",0.588529705393443
"Chipinge","Average","2004",0.50494757947541
"Makoni","Average","2004",0.438978994363388
"Mutare","Average","2004",0.430214978472678
"Mutasa","Average","2004",0.570458792016393
"Nyanga","Average","2004",0.511723538614754
"Bindura","Average","2004",0.50388025147541
"Guruve","Average","2004",0.471959194087432
"Mount Darwin","Average","2004",0.460358312122951
"Mazowe","Average","2004",0.488064287409836
"Centenary","Average","2004",0.463775025019126
"Rushinga","Average","2004",0.487460258521858
"Shamva","Average","2004",0.489306174180328
"Chikomba","Average","2004",0.427452566551913
"Goromonzi","Average","2004",0.470632580595628
"Marondera","Average","2004",0.452368190584699
"Mudzi","Average","2004",0.435446407497268
"Mutoko","Average","2004",0.432289059931694
"Murehwa","Average","2004",0.441024481931694
"UMP","Average","2004",0.431992352521858
"Seke","Average","2004",0.438232763002732
"Wedza","Average","2004",0.448746910043716
"Chirumhanzu","Average","2004",0.439231771833333
"Gokwe North","Average","2004",0.44370342234153
"Gokwe South","Average","2004",0.438711872363388
"Gweru","Average","2004",0.436498607218579
"Kwekwe","Average","2004",0.474863603775956
"Mberengwa","Average","2004",0.44771014815847
"Shurugwi","Average","2004",0.453466418748634
"Zvishavane","Average","2004",0.441567046980874
"Binga","Average","2004",0.414067958743169
"Bubi","Average","2004",0.45906063639071
"Hwange","Average","2004",0.467273115114754
"Lupane","Average","2004",0.475062497562842
"Nkayi","Average","2004",0.46732247476776
"Tsholotsho","Average","2004",0.440070206833333
"Umguza","Average","2004",0.464250602131148
"Beitbridge","Average","2004",0.363072473040984
"Bulilima (North)","Average","2004",0.397419986997268
"Gwanda","Average","2004",0.412502488010929
"Insiza","Average","2004",0.426772986120219
"Mangwe (South)","Average","2004",0.379140545374317
"Matobo","Average","2004",0.393212577590164
"Umzingwane","Average","2004",0.437416520010929
"Bikita","Average","2004",0.446294967726776
"Chiredzi","Average","2004",0.479842057349727
"Chivi","Average","2004",0.414197811713115
"Gutu","Average","2004",0.388544820756831
"Masvingo","Average","2004",0.46340410002459
"Mwenezi","Average","2004",0.468755176530055
"Zaka","Average","2004",0.459927899650273
"Chegutu","Average","2004",0.458912148043716
"Hurungwe","Average","2004",0.500646481101093
"Kadoma","Average","2004",0.489870538289617
"Kariba","Average","2004",0.358211653863388
"Makonde","Average","2004",0.502418230010929
"Zvimba","Average","2004",0.465737667256831
"Harare","Average","2005",0.414771998241096
"Bulawayo","Average","2005",0.343988070849315
"Buhera","Average","2005",0.298202565720548
"Chimanimani","Average","2005",0.552230016668493
"Chipinge","Average","2005",0.44798316060274
"Makoni","Average","2005",0.397527132416438
"Mutare","Average","2005",0.395748097509589
"Mutasa","Average","2005",0.534603460917808
"Nyanga","Average","2005",0.482948012320548
"Bindura","Average","2005",0.459963872961644
"Guruve","Average","2005",0.431345553383562
"Mount Darwin","Average","2005",0.410212999515069
"Mazowe","Average","2005",0.460287202884932
"Centenary","Average","2005",0.422856544282192
"Rushinga","Average","2005",0.439946569010959
"Shamva","Average","2005",0.445037332917808
"Chikomba","Average","2005",0.382796360712329
"Goromonzi","Average","2005",0.444518045054795
"Marondera","Average","2005",0.410722147567123
"Mudzi","Average","2005",0.4061634734
"Mutoko","Average","2005",0.406044938978082
"Murehwa","Average","2005",0.411670108736986
"UMP","Average","2005",0.403329873243836
"Seke","Average","2005",0.406138225060274
"Wedza","Average","2005",0.398868311734247
"Chirumhanzu","Average","2005",0.386262231821918
"Gokwe North","Average","2005",0.387667586942466
"Gokwe South","Average","2005",0.395089574627397
"Gweru","Average","2005",0.39341325849863
"Kwekwe","Average","2005",0.423290934331507
"Mberengwa","Average","2005",0.361409508257534
"Shurugwi","Average","2005",0.397329883435616
"Zvishavane","Average","2005",0.380899101156164
"Binga","Average","2005",0.372366186772603
"Bubi","Average","2005",0.426162223852055
"Hwange","Average","2005",0.413708523219178
"Lupane","Average","2005",0.426397191936986
"Nkayi","Average","2005",0.41615063560274
"Tsholotsho","Average","2005",0.4108434088
"Umguza","Average","2005",0.430182008109589
"Beitbridge","Average","2005",0.292449936673973
"Bulilima (North)","Average","2005",0.364662121736986
"Gwanda","Average","2005",0.347264543978082
"Insiza","Average","2005",0.363293844865753
"Mangwe (South)","Average","2005",0.340005846846575
"Matobo","Average","2005",0.347965921312329
"Umzingwane","Average","2005",0.374610999934247
"Bikita","Average","2005",0.38906150049589
"Chiredzi","Average","2005",0.392121448038356
"Chivi","Average","2005",0.353403317871233
"Gutu","Average","2005",0.346357792260274
"Masvingo","Average","2005",0.403899470076712
"Mwenezi","Average","2005",0.370654622879452
"Zaka","Average","2005",0.392840889868493
"Chegutu","Average","2005",0.405581647194521
"Hurungwe","Average","2005",0.439233212378082
"Kadoma","Average","2005",0.43546191739726
"Kariba","Average","2005",0.314158423915068
"Makonde","Average","2005",0.436092839813699
"Zvimba","Average","2005",0.417994420145205
"Harare","Average","2006",0.445822437684932
"Bulawayo","Average","2006",0.435543118835616
"Buhera","Average","2006",0.35076676750411
"Chimanimani","Average","2006",0.586314692147945
"Chipinge","Average","2006",0.514892664
"Makoni","Average","2006",0.462170648287671
"Mutare","Average","2006",0.453106028682192
"Mutasa","Average","2006",0.582883405789041
"Nyanga","Average","2006",0.520052022526027
"Bindura","Average","2006",0.513310645684931
"Guruve","Average","2006",0.486716340956164
"Mount Darwin","Average","2006",0.479526730243836
"Mazowe","Average","2006",0.506652822887671
"Centenary","Average","2006",0.479559443309589
"Rushinga","Average","2006",0.488928322361644
"Shamva","Average","2006",0.510360105745206
"Chikomba","Average","2006",0.433193125279452
"Goromonzi","Average","2006",0.473826018515069
"Marondera","Average","2006",0.467344415542466
"Mudzi","Average","2006",0.454542157849315
"Mutoko","Average","2006",0.452573203882192
"Murehwa","Average","2006",0.4530349998
"UMP","Average","2006",0.449762025175342
"Seke","Average","2006",0.451090052528767
"Wedza","Average","2006",0.467424379684932
"Chirumhanzu","Average","2006",0.442698303591781
"Gokwe North","Average","2006",0.468508629846575
"Gokwe South","Average","2006",0.456610120339726
"Gweru","Average","2006",0.457491414652055
"Kwekwe","Average","2006",0.479100489068493
"Mberengwa","Average","2006",0.474684243112329
"Shurugwi","Average","2006",0.460461825594521
"Zvishavane","Average","2006",0.459488222575342
"Binga","Average","2006",0.442929777761644
"Bubi","Average","2006",0.502464236339726
"Hwange","Average","2006",0.498410632030137
"Lupane","Average","2006",0.489574350463014
"Nkayi","Average","2006",0.497369716249315
"Tsholotsho","Average","2006",0.492206344350685
"Umguza","Average","2006",0.511233378230137
"Beitbridge","Average","2006",0.337045474230137
"Bulilima (North)","Average","2006",0.451155871868493
"Gwanda","Average","2006",0.405645242893151
"Insiza","Average","2006",0.453990097156164
"Mangwe (South)","Average","2006",0.413025009643836
"Matobo","Average","2006",0.410576407556164
"Umzingwane","Average","2006",0.452090980961644
"Bikita","Average","2006",0.474695473515068
"Chiredzi","Average","2006",0.451674250994521
"Chivi","Average","2006",0.443913364421918
"Gutu","Average","2006",0.405256704120548
"Masvingo","Average","2006",0.492943790342466
"Mwenezi","Average","2006",0.427692437627397
"Zaka","Average","2006",0.483417634180822
"Chegutu","Average","2006",0.462629941424658
"Hurungwe","Average","2006",0.498626167315068
"Kadoma","Average","2006",0.478146611723288
"Kariba","Average","2006",0.379788886131507
"Makonde","Average","2006",0.510445733649315
"Zvimba","Average","2006",0.472631781175342
"Harare","Average","2007",0.425844555912329
"Bulawayo","Average","2007",0.373794480660274
"Buhera","Average","2007",0.337249293493151
"Chimanimani","Average","2007",0.583391710643836
"Chipinge","Average","2007",0.478400027147945
"Makoni","Average","2007",0.438082813175342
"Mutare","Average","2007",0.443164328106849
"Mutasa","Average","2007",0.573320688808219
"Nyanga","Average","2007",0.49558718489863
"Bindura","Average","2007",0.495370930057534
"Guruve","Average","2007",0.460743671416438
"Mount Darwin","Average","2007",0.435250550153425
"Mazowe","Average","2007",0.482947342035616
"Centenary","Average","2007",0.439325266229282
"Rushinga","Average","2007",0.472276939147945
"Shamva","Average","2007",0.487486108745205
"Chikomba","Average","2007",0.404527772049315
"Goromonzi","Average","2007",0.460745918769863
"Marondera","Average","2007",0.436186236068493
"Mudzi","Average","2007",0.43075102639726
"Mutoko","Average","2007",0.421313504147945
"Murehwa","Average","2007",0.43319834950411
"UMP","Average","2007",0.438501316791781
"Seke","Average","2007",0.415013754035616
"Wedza","Average","2007",0.438690295049315
"Chirumhanzu","Average","2007",0.408383295487671
"Gokwe North","Average","2007",0.411904413413699
"Gokwe South","Average","2007",0.400318996619178
"Gweru","Average","2007",0.407923978479452
"Kwekwe","Average","2007",0.418232859931507
"Mberengwa","Average","2007",0.439250516956164
"Shurugwi","Average","2007",0.422388886323288
"Zvishavane","Average","2007",0.395230994476712
"Binga","Average","2007",0.395787996350685
"Bubi","Average","2007",0.419693935287671
"Hwange","Average","2007",0.430956538030137
"Lupane","Average","2007",0.429939461824658
"Nkayi","Average","2007",0.421928616142466
"Tsholotsho","Average","2007",0.422534795030137
"Umguza","Average","2007",0.427560790564384
"Beitbridge","Average","2007",0.353712166158904
"Bulilima (North)","Average","2007",0.387619178638356
"Gwanda","Average","2007",0.403873358945205
"Insiza","Average","2007",0.396608928654795
"Mangwe (South)","Average","2007",0.376335141715068
"Matobo","Average","2007",0.394194373520548
"Umzingwane","Average","2007",0.40619925569863
"Bikita","Average","2007",0.440066875953425
"Chiredzi","Average","2007",0.440212850468493
"Chivi","Average","2007",0.404754197643836
"Gutu","Average","2007",0.378927641041096
"Masvingo","Average","2007",0.450893838876712
"Mwenezi","Average","2007",0.432819214589041
"Zaka","Average","2007",0.464092535306849
"Chegutu","Average","2007",0.421852672624658
"Hurungwe","Average","2007",0.476945313712329
"Kadoma","Average","2007",0.438767974871233
"Kariba","Average","2007",0.350152858613699
"Makonde","Average","2007",0.491580579580822
"Zvimba","Average","2007",0.454182680473973
"Harare","Average","2008",0.422055299434426
"Bulawayo","Average","2008",0.383991539229508
"Buhera","Average","2008",0.321054282368852
"Chimanimani","Average","2008",0.567453007420765
"Chipinge","Average","2008",0.469123423800546
"Makoni","Average","2008",0.410917542598361
"Mutare","Average","2008",0.414833378437158
"Mutasa","Average","2008",0.541202621754098
"Nyanga","Average","2008",0.482085299442623
"Bindura","Average","2008",0.488189906706849
"Guruve","Average","2008",0.487962163898907
"Mount Darwin","Average","2008",0.449326452426229
"Mazowe","Average","2008",0.486627479333333
"Centenary","Average","2008",0.461789646182825
"Rushinga","Average","2008",0.470919757414835
"Shamva","Average","2008",0.481980326412568
"Chikomba","Average","2008",0.403115187062842
"Goromonzi","Average","2008",0.452723492172131
"Marondera","Average","2008",0.421823942213115
"Mudzi","Average","2008",0.433410404636612
"Mutoko","Average","2008",0.420823416128415
"Murehwa","Average","2008",0.427804574374317
"UMP","Average","2008",0.428761760131148
"Seke","Average","2008",0.414364297062842
"Wedza","Average","2008",0.411280642718579
"Chirumhanzu","Average","2008",0.414853711778689
"Gokwe North","Average","2008",0.44987724952459
"Gokwe South","Average","2008",0.438474693286885
"Gweru","Average","2008",0.421382841409836
"Kwekwe","Average","2008",0.452977375773224
"Mberengwa","Average","2008",0.407823182010929
"Shurugwi","Average","2008",0.413336361295082
"Zvishavane","Average","2008",0.408307724027322
"Binga","Average","2008",0.430708958237705
"Bubi","Average","2008",0.454375576879781
"Hwange","Average","2008",0.472985751590164
"Lupane","Average","2008",0.459623600103825
"Nkayi","Average","2008",0.453917259166667
"Tsholotsho","Average","2008",0.439408685636612
"Umguza","Average","2008",0.455026076945355
"Beitbridge","Average","2008",0.312980006013661
"Bulilima (North)","Average","2008",0.384436342270492
"Gwanda","Average","2008",0.370730715677596
"Insiza","Average","2008",0.407925380852459
"Mangwe (South)","Average","2008",0.355004142021858
"Matobo","Average","2008",0.379751449360656
"Umzingwane","Average","2008",0.42494653297541
"Bikita","Average","2008",0.423067189226776
"Chiredzi","Average","2008",0.432056862808743
"Chivi","Average","2008",0.384458646934426
"Gutu","Average","2008",0.369306088204918
"Masvingo","Average","2008",0.433967545724044
"Mwenezi","Average","2008",0.412373143612022
"Zaka","Average","2008",0.420935922819672
"Chegutu","Average","2008",0.43479129897541
"Hurungwe","Average","2008",0.506286342273224
"Kadoma","Average","2008",0.461099269237705
"Kariba","Average","2008",0.361852899308743
"Makonde","Average","2008",0.496453977270492
"Zvimba","Average","2008",0.450994849622951
"Harare","Average","2009",0.440117678084932
"Bulawayo","Average","2009",0.419078235912329
"Buhera","Average","2009",0.332586494484931
"Chimanimani","Average","2009",0.600618937983562
"Chipinge","Average","2009",0.519705538717808
"Makoni","Average","2009",0.450188946463014
"Mutare","Average","2009",0.441733691460274
"Mutasa","Average","2009",0.580073512517808
"Nyanga","Average","2009",0.521183274443836
"Bindura","Average","2009",0.505643676627397
"Guruve","Average","2009",0.507105780372603
"Mount Darwin","Average","2009",0.478308858279452
"Mazowe","Average","2009",0.502378435063014
"Centenary","Average","2009",0.487420776567123
"Rushinga","Average","2009",0.495393847827397
"Shamva","Average","2009",0.518335059430137
"Chikomba","Average","2009",0.428012155920548
"Goromonzi","Average","2009",0.471505554052055
"Marondera","Average","2009",0.460078858863014
"Mudzi","Average","2009",0.452058717767123
"Mutoko","Average","2009",0.451387300934247
"Murehwa","Average","2009",0.446145914164384
"UMP","Average","2009",0.456572845205479
"Seke","Average","2009",0.443796228690411
"Wedza","Average","2009",0.461303959841096
"Chirumhanzu","Average","2009",0.426372189654795
"Gokwe North","Average","2009",0.471831214224658
"Gokwe South","Average","2009",0.457945611383562
"Gweru","Average","2009",0.4534553308
"Kwekwe","Average","2009",0.478180447350685
"Mberengwa","Average","2009",0.445648315756164
"Shurugwi","Average","2009",0.444914801443836
"Zvishavane","Average","2009",0.422290645986301
"Binga","Average","2009",0.447702004780822
"Bubi","Average","2009",0.48727573090411
"Hwange","Average","2009",0.496723694315069
"Lupane","Average","2009",0.490737335128767
"Nkayi","Average","2009",0.48023811289863
"Tsholotsho","Average","2009",0.462943221358904
"Umguza","Average","2009",0.490644597060274
"Beitbridge","Average","2009",0.372111347772603
"Bulilima (North)","Average","2009",0.419985596391781
"Gwanda","Average","2009",0.410499203076712
"Insiza","Average","2009",0.435302805821918
"Mangwe (South)","Average","2009",0.394538214482192
"Matobo","Average","2009",0.420136932813699
"Umzingwane","Average","2009",0.459425779975342
"Bikita","Average","2009",0.442549031569863
"Chiredzi","Average","2009",0.482288611446575
"Chivi","Average","2009",0.415236957753425
"Gutu","Average","2009",0.389374861884932
"Masvingo","Average","2009",0.468549040838356
"Mwenezi","Average","2009",0.466291383610959
"Zaka","Average","2009",0.472785155561644
"Chegutu","Average","2009",0.472807535079452
"Hurungwe","Average","2009",0.532713052457534
"Kadoma","Average","2009",0.498495117227397
"Kariba","Average","2009",0.391385260627397
"Makonde","Average","2009",0.528325489416438
"Zvimba","Average","2009",0.483583638542466
"Harare","Average","2010",0.448341532912329
"Bulawayo","Average","2010",0.417945667578082
"Buhera","Average","2010",0.337682856967123
"Chimanimani","Average","2010",0.594918097989041
"Chipinge","Average","2010",0.508672905479452
"Makoni","Average","2010",0.448271364646575
"Mutare","Average","2010",0.444618898120548
"Mutasa","Average","2010",0.578799519
"Nyanga","Average","2010",0.516320356646575
"Bindura","Average","2010",0.516077577021918
"Guruve","Average","2010",0.474865731627397
"Mount Darwin","Average","2010",0.458792404642857
"Mazowe","Average","2010",0.505195022682192
"Centenary","Average","2010",0.4568970454
"Rushinga","Average","2010",0.485893205939726
"Shamva","Average","2010",0.50113491060274
"Chikomba","Average","2010",0.435245767641096
"Goromonzi","Average","2010",0.488471753958904
"Marondera","Average","2010",0.455876018276712
"Mudzi","Average","2010",0.428617901512329
"Mutoko","Average","2010",0.445151314591781
"Murehwa","Average","2010",0.454799424931507
"UMP","Average","2010",0.444916650032877
"Seke","Average","2010",0.444124461372603
"Wedza","Average","2010",0.45985012059726
"Chirumhanzu","Average","2010",0.440325916465753
"Gokwe North","Average","2010",0.462901610931507
"Gokwe South","Average","2010",0.452883415416438
"Gweru","Average","2010",0.447867212531507
"Kwekwe","Average","2010",0.460906443832877
"Mberengwa","Average","2010",0.447342890832877
"Shurugwi","Average","2010",0.463520258813699
"Zvishavane","Average","2010",0.445635643136986
"Binga","Average","2010",0.455173606580822
"Bubi","Average","2010",0.464636417556164
"Hwange","Average","2010",0.491197250030137
"Lupane","Average","2010",0.485083708717808
"Nkayi","Average","2010",0.469263884134247
"Tsholotsho","Average","2010",0.449830900816438
"Umguza","Average","2010",0.481554422956164
"Beitbridge","Average","2010",0.364593055509589
"Bulilima (North)","Average","2010",0.398158815410959
"Gwanda","Average","2010",0.403347616358904
"Insiza","Average","2010",0.438847788893151
"Mangwe (South)","Average","2010",0.398514078216438
"Matobo","Average","2010",0.412417764208219
"Umzingwane","Average","2010",0.451620938172603
"Bikita","Average","2010",0.429988697482192
"Chiredzi","Average","2010",0.483304376479452
"Chivi","Average","2010",0.423259137942466
"Gutu","Average","2010",0.398865855093151
"Masvingo","Average","2010",0.47718507880274
"Mwenezi","Average","2010",0.464388239309589
"Zaka","Average","2010",0.464461398580822
"Chegutu","Average","2010",0.455359818638356
"Hurungwe","Average","2010",0.510637413109589
"Kadoma","Average","2010",0.486433855112329
"Kariba","Average","2010",0.385641748947945
"Makonde","Average","2010",0.496678521350685
"Zvimba","Average","2010",0.471248785254795
"Harare","Average","2011",0.433908676989041
"Bulawayo","Average","2011",0.394424228019178
"Buhera","Average","2011",0.317721303156164
"Chimanimani","Average","2011",0.584616505657534
"Chipinge","Average","2011",0.48087330009589
"Makoni","Average","2011",0.448343994624658
"Mutare","Average","2011",0.437425287520548
"Mutasa","Average","2011",0.583904813536986
"Nyanga","Average","2011",0.516829969646575
"Bindura","Average","2011",0.501978719246575
"Guruve","Average","2011",0.465052727265753
"Mount Darwin","Average","2011",0.454935447742466
"Mazowe","Average","2011",0.488488908693151
"Centenary","Average","2011",0.456398092624658
"Rushinga","Average","2011",0.474545693887671
"Shamva","Average","2011",0.504435135630137
"Chikomba","Average","2011",0.416813953624658
"Goromonzi","Average","2011",0.4766149942
"Marondera","Average","2011",0.448455473857534
"Mudzi","Average","2011",0.437248957443836
"Mutoko","Average","2011",0.442847825934247
"Murehwa","Average","2011",0.459355236852055
"UMP","Average","2011",0.452365872956164
"Seke","Average","2011",0.424400147364384
"Wedza","Average","2011",0.445521180643836
"Chirumhanzu","Average","2011",0.417055070915068
"Gokwe North","Average","2011",0.453076578126027
"Gokwe South","Average","2011",0.438506193224658
"Gweru","Average","2011",0.426580156810959
"Kwekwe","Average","2011",0.451044806230137
"Mberengwa","Average","2011",0.419507168476712
"Shurugwi","Average","2011",0.4231767426
"Zvishavane","Average","2011",0.403928959046575
"Binga","Average","2011",0.438123700465753
"Bubi","Average","2011",0.453169788989041
"Hwange","Average","2011",0.453977976180822
"Lupane","Average","2011",0.468082590745205
"Nkayi","Average","2011",0.458445133915068
"Tsholotsho","Average","2011",0.422853868816438
"Umguza","Average","2011",0.458741493246575
"Beitbridge","Average","2011",0.347984037476712
"Bulilima (North)","Average","2011",0.384547784989041
"Gwanda","Average","2011",0.387758116956164
"Insiza","Average","2011",0.41205832800274
"Mangwe (South)","Average","2011",0.388552293410959
"Matobo","Average","2011",0.396942938249315
"Umzingwane","Average","2011",0.425612738728767
"Bikita","Average","2011",0.416235789358904
"Chiredzi","Average","2011",0.441411149646575
"Chivi","Average","2011",0.377860509654795
"Gutu","Average","2011",0.377691822210959
"Masvingo","Average","2011",0.434701485975342
"Mwenezi","Average","2011",0.428750399643836
"Zaka","Average","2011",0.438274435928767
"Chegutu","Average","2011",0.438586383386301
"Hurungwe","Average","2011",0.482597434769863
"Kadoma","Average","2011",0.452425538523288
"Kariba","Average","2011",0.379853970610959
"Makonde","Average","2011",0.490211918367123
"Zvimba","Average","2011",0.461655548465753
"Harare","Average","2012",0.430999937076503
"Bulawayo","Average","2012",0.338979946644809
"Buhera","Average","2012",0.313295380289618
"Chimanimani","Average","2012",0.56438944673224
"Chipinge","Average","2012",0.452963146819672
"Makoni","Average","2012",0.426937568650273
"Mutare","Average","2012",0.407753232852459
"Mutasa","Average","2012",0.553199361360656
"Nyanga","Average","2012",0.489224503412568
"Bindura","Average","2012",0.494641399344262
"Guruve","Average","2012",0.445031087311475
"Mount Darwin","Average","2012",0.442727120751366
"Mazowe","Average","2012",0.483882103204918
"Centenary","Average","2012",0.45154884242623
"Rushinga","Average","2012",0.462577114748634
"Shamva","Average","2012",0.495086204131148
"Chikomba","Average","2012",0.404018312202186
"Goromonzi","Average","2012",0.458924876349727
"Marondera","Average","2012",0.437457984513661
"Mudzi","Average","2012",0.42309772829235
"Mutoko","Average","2012",0.418249161795082
"Murehwa","Average","2012",0.444187181248634
"UMP","Average","2012",0.436288007013661
"Seke","Average","2012",0.427825672374317
"Wedza","Average","2012",0.412795278439891
"Chirumhanzu","Average","2012",0.40689578618306
"Gokwe North","Average","2012",0.434879645912568
"Gokwe South","Average","2012",0.418288450846995
"Gweru","Average","2012",0.384908167021858
"Kwekwe","Average","2012",0.422137569969945
"Mberengwa","Average","2012",0.382621425079235
"Shurugwi","Average","2012",0.403484847587432
"Zvishavane","Average","2012",0.37159524570765
"Binga","Average","2012",0.40505634010929
"Bubi","Average","2012",0.405912731043716
"Hwange","Average","2012",0.426946899740437
"Lupane","Average","2012",0.431381514081967
"Nkayi","Average","2012",0.41633793168306
"Tsholotsho","Average","2012",0.393115470827869
"Umguza","Average","2012",0.406015880270492
"Beitbridge","Average","2012",0.298137379789617
"Bulilima (North)","Average","2012",0.359327417303279
"Gwanda","Average","2012",0.33561001334153
"Insiza","Average","2012",0.35458337626776
"Mangwe (South)","Average","2012",0.346189806248634
"Matobo","Average","2012",0.342474124909836
"Umzingwane","Average","2012",0.363683238308743
"Bikita","Average","2012",0.404291866021858
"Chiredzi","Average","2012",0.397031073737705
"Chivi","Average","2012",0.348972240043716
"Gutu","Average","2012",0.364288235964481
"Masvingo","Average","2012",0.404834773510929
"Mwenezi","Average","2012",0.386909380461749
"Zaka","Average","2012",0.411268008349727
"Chegutu","Average","2012",0.441750899306011
"Hurungwe","Average","2012",0.465158637685792
"Kadoma","Average","2012",0.441616237729508
"Kariba","Average","2012",0.365454786434426
"Makonde","Average","2012",0.488182224691257
"Zvimba","Average","2012",0.458948149980874
"Harare","Average","2013",0.424435536378082
"Bulawayo","Average","2013",0.358691358515069
"Buhera","Average","2013",0.321603811372603
"Chimanimani","Average","2013",0.599085156745205
"Chipinge","Average","2013",0.499092252747945
"Makoni","Average","2013",0.448390238663014
"Mutare","Average","2013",0.440000044487671
"Mutasa","Average","2013",0.58605005460274
"Nyanga","Average","2013",0.512004279378082
"Bindura","Average","2013",0.488282685786301
"Guruve","Average","2013",0.459308680578082
"Mount Darwin","Average","2013",0.449304737482192
"Mazowe","Average","2013",0.479265470789041
"Centenary","Average","2013",0.450154550326027
"Rushinga","Average","2013",0.468832081687671
"Shamva","Average","2013",0.499938967290411
"Chikomba","Average","2013",0.401901183257534
"Goromonzi","Average","2013",0.460301480641096
"Marondera","Average","2013",0.443301179830137
"Mudzi","Average","2013",0.446794123147945
"Mutoko","Average","2013",0.45150777299726
"Murehwa","Average","2013",0.449268395260274
"UMP","Average","2013",0.457754881679452
"Seke","Average","2013",0.417646617569863
"Wedza","Average","2013",0.447632350257534
"Chirumhanzu","Average","2013",0.398232155178082
"Gokwe North","Average","2013",0.423218711739726
"Gokwe South","Average","2013",0.428677736717808
